acteur1_facebook_likes,pays,num_critique,realisateur_facebook_likes,acteur3_facebook_likes,duree,acteur2,acteur2_facebook_likes,gross,realisateur,color,acteur3,titre,annee,genres,acteur1,budget,mots_cles,film_facebook_likes,lien,num_user_for_reviews,langue
826,USA,104,323,495,135,Jeffrey Jones,692,122012643,John McTiernan,Color,Courtney B. Vance,The Hunt for Red October ,1990,Action|Adventure|Thriller,Scott Glenn,30000000,analyst|defection|navy|soviet submarine|submarine,0,http://www.imdb.com/title/tt0099810/?ref_=fn_tt_tt_1,241,English
15000,USA,304,304,898,132,David Oyelowo,1000,116631310,Lee Daniels,Color,Vanessa Redgrave,Lee Daniels' The Butler ,2013,Biography|Drama,Alex Pettyfer,30000000,butler|civil rights|hotel|president|white house,41000,http://www.imdb.com/title/tt1327773/?ref_=fn_tt_tt_1,323,English
989,USA,191,43,936,92,Stephen Root,939,114324072,Rawson Marshall Thurber,Black and White,Joel David Moore,Dodgeball: A True Underdog Story ,2004,Comedy|Sport,Gary Cole,20000000,dodgeball|gym|las vegas|pirate|ups,0,http://www.imdb.com/title/tt0364725/?ref_=fn_tt_tt_1,392,English
1000,USA,55,188,436,99,Raul Julia,1000,113502246,Barry Sonnenfeld,Color,Carel Struycken,The Addams Family ,1991,Comedy|Fantasy,Anjelica Huston,38000000,accountant|loan shark|macabre|uncle|uncle fester,5000,http://www.imdb.com/title/tt0101272/?ref_=fn_tt_tt_1,125,English
531,USA,59,176,460,90,Bob Gunton,461,108360000,Steve Oedekerk,Color,Sophie Okonedo,Ace Ventura: When Nature Calls ,1995,Adventure|Comedy,Bruce Spence,30000000,africa|bat|hawaiian shirt|pregnancy|pregnant,0,http://www.imdb.com/title/tt0112281/?ref_=fn_tt_tt_1,178,English
11000,USA,108,0,529,111,Hector Elizondo,995,108244774,Garry Marshall,Color,Heather Matarazzo,The Princess Diaries ,2001,Comedy|Family|Romance,Anne Hathaway,37000000,cinderella story|fish out of water|makeover|manners|princess,0,http://www.imdb.com/title/tt0247638/?ref_=fn_tt_tt_1,301,English
944,USA,50,37,452,103,Elizabeth Berkley,893,105444419,Hugh Wilson,Color,Stephen Collins,The First Wives Club ,1996,Comedy,Stockard Channing,26000000,cult film|female therapist|revenge|revenge motive|therapy session,0,http://www.imdb.com/title/tt0116313/?ref_=fn_tt_tt_1,117,English
11000,USA,216,21000,360,127,Brad Pitt,11000,100125340,David Fincher,Color,Reg E. Cathey,Se7en ,1995,Crime|Drama|Mystery|Thriller,Morgan Freeman,33000000,detective|police partner|serial killer|serial murder|seven deadly sins,39000,http://www.imdb.com/title/tt0114369/?ref_=fn_tt_tt_1,1080,English
2000,South Africa,472,662,107,112,Jed Brophy,433,115646235,Neill Blomkamp,Color,Jason Cope,District 9 ,2009,Action|Sci-Fi|Thriller,Sharlto Copley,30000000,alien|ghetto|prawn|refugee|refugee camp,22000,http://www.imdb.com/title/tt1136608/?ref_=fn_tt_tt_1,1262,English
19000,USA,89,47,217,87,Bill Fagerbakke,542,85416609,Stephen Hillenburg,Color,Rodger Bumpass,The SpongeBob SquarePants Movie ,2004,Adventure|Animation|Comedy|Family|Fantasy,Scarlett Johansson,30000000,based on tv series|crown|dream|king neptune|plankton,0,http://www.imdb.com/title/tt0345950/?ref_=fn_tt_tt_1,186,English
616,USA,229,16000,262,138,Spencer Treat Clark,541,90135191,Clint Eastwood,Color,Tom Guiry,Mystic River ,2003,Crime|Drama|Mystery|Thriller,John Doman,25000000,ballistics|detective|friend|gun|sexual abuse,12000,http://www.imdb.com/title/tt0327056/?ref_=fn_tt_tt_1,935,English
16000,USA,268,16000,569,132,Morgan Freeman,11000,100422786,Clint Eastwood,Color,Mike Colter,Million Dollar Baby ,2004,Drama|Sport,Clint Eastwood,30000000,boxing|boxing trainer|death|suicide attempt|women boxing,14000,http://www.imdb.com/title/tt0405159/?ref_=fn_tt_tt_1,1106,English
22000,USA,145,11000,636,103,Chazz Palminteri,979,106694016,Harold Ramis,Color,Molly Shannon,Analyze This ,1999,Comedy|Crime,Robert De Niro,30000000,analyst|mafia|patient|psychiatrist|wedding,0,http://www.imdb.com/title/tt0122933/?ref_=fn_tt_tt_1,337,English
33000,USA,177,415,545,123,Kevin Connolly,638,64286,Nick Cassavetes,Color,Gena Rowlands,The Notebook ,2004,Drama|Romance,Ryan Gosling,29000000,class differences|letter|nursing home|second chance|summer love,57000,http://www.imdb.com/title/tt0332280/?ref_=fn_tt_tt_1,1111,English
2000,USA,175,98,71,111,Bern Cohen,805,76806312,Anne Fletcher,Color,Yetta Gottesman,27 Dresses ,2008,Comedy|Romance,Judy Greer,30000000,boss|bridesmaid|friend|love|wedding,0,http://www.imdb.com/title/tt0988595/?ref_=fn_tt_tt_1,154,English
1000,USA,131,23,635,102,Vanessa Williams,1000,79566871,Peter Chelsom,Color,Moises Arias,Hannah Montana: The Movie ,2009,Comedy|Drama|Family|Music|Romance,Emily Osment,30000000,farm|female protagonist|hannah montana|horseback riding|overalls,0,http://www.imdb.com/title/tt1114677/?ref_=fn_tt_tt_1,140,English
971,Germany,41,0,786,78,Casey Kasem,844,76501438,Stig Bergqvist,Color,Debbie Reynolds,Rugrats in Paris: The Movie ,2000,Adventure|Animation|Comedy|Family|Romance,Elizabeth Daily,30000000,amusement park|baby|france|paris france|villain,181,http://www.imdb.com/title/tt0213203/?ref_=fn_tt_tt_1,49,English
769,USA,30,0,252,132,Blythe Danner,713,74787599,Barbra Streisand,Color,Melinda Dillon,The Prince of Tides ,1991,Drama|Romance,George Carlin,30000000,new york|psychiatrist|shrimper|south carolina|twins,883,http://www.imdb.com/title/tt0102713/?ref_=fn_tt_tt_1,109,English
12000,USA,57,380,918,133,Brad Pitt,11000,66528842,Edward Zwick,Color,Julia Ormond,Legends of the Fall ,1994,Drama|Romance|War|Western,Anthony Hopkins,30000000,epic|heart|killing an animal|passion|usa,11000,http://www.imdb.com/title/tt0110322/?ref_=fn_tt_tt_1,329,English
24000,USA,391,655,940,108,Anna Kendrick,10000,83813460,Jason Reitman,Color,Chris Lowell,Up in the Air ,2009,Drama|Romance,J.K. Simmons,25000000,airport|business trip|downsizing|on the road|travel,19000,http://www.imdb.com/title/tt1193138/?ref_=fn_tt_tt_1,452,English
442,USA,217,729,322,125,June Squibb,344,65010106,Alexander Payne,Color,Howard Hesseman,About Schmidt ,2002,Comedy|Drama,Hope Davis,30000000,highway travel|on the road|retirement|road movie|wedding,0,http://www.imdb.com/title/tt0257360/?ref_=fn_tt_tt_1,612,English
303,USA,452,129,7,98,Vincent Leclerc,18,66359959,Jonathan Levine,Color,Daniel Rindress-Kay,Warm Bodies ,2013,Comedy|Horror|Romance,Cory Hardrict,35000000,fight|memory|teenager|undead|zombie,81000,http://www.imdb.com/title/tt1588173/?ref_=fn_tt_tt_1,326,English
23000,USA,589,0,502,119,Bruce Willis,13000,66468315,Rian Johnson,Color,Tracie Thoms,Looper ,2012,Action|Crime|Drama|Sci-Fi|Thriller,Joseph Gordon-Levitt,30000000,chase|future|surprise ending|time loop|time travel,75000,http://www.imdb.com/title/tt1276104/?ref_=fn_tt_tt_1,667,English
979,USA,61,129,560,87,Mark Addy,891,64172251,Chris Weitz,Color,Wanda Sykes,Down to Earth ,2001,Comedy|Fantasy,Chazz Palminteri,30000000,angel|butler|heaven|manhattan new york city|reincarnation,602,http://www.imdb.com/title/tt0231775/?ref_=fn_tt_tt_1,122,English
405,Australia,79,108,204,91,Christine Cavanaugh,368,66600000,Chris Noonan,Color,Roscoe Lee Browne,Babe ,1995,Comedy|Drama|Family,Miriam Margolyes,30000000,dog|farmer|pig|sheep|sheepdog,5000,http://www.imdb.com/title/tt0112431/?ref_=fn_tt_tt_1,182,English
11000,USA,234,64,329,100,Steve Carell,7000,63536011,David Frankel,Color,Jean Smart,Hope Springs ,2012,Comedy|Drama|Romance,Meryl Streep,30000000,couple|intimacy|marriage|marriage counseling|middle age couple,0,http://www.imdb.com/title/tt1535438/?ref_=fn_tt_tt_1,178,English
15000,USA,253,89,344,118,Jack McBrayer,975,62877175,Nicholas Stoller,Color,Maria Thayer,Forgetting Sarah Marshall ,2008,Comedy|Drama|Romance,Mila Kunis,30000000,breakup|hawaii|hotel|male full frontal nudity|resort,0,http://www.imdb.com/title/tt0800039/?ref_=fn_tt_tt_1,325,English
1000,USA,123,309,482,109,Tony Nappo,654,74484168,John Singleton,Color,Fionnula Flanagan,Four Brothers ,2005,Action|Crime|Drama|Mystery|Thriller,Josh Charles,45000000,bare butt|corrupt police|four brothers|funeral|murder,0,http://www.imdb.com/title/tt0430105/?ref_=fn_tt_tt_1,340,English
2000,USA,145,5,966,99,Amy Poehler,1000,60269340,Michael McCullers,Color,Romany Malco,Baby Mama ,2008,Comedy|Romance,Tina Fey,30000000,baby|book|cartoon on tv|female protagonist|male anorexia,0,http://www.imdb.com/title/tt0871426/?ref_=fn_tt_tt_1,97,English
970,USA,65,0,545,114,Harry Connick Jr.,631,60033780,Forest Whitaker,Color,Gena Rowlands,Hope Floats ,1998,Drama|Romance,Bill Cobbs,30000000,best friend|friend|mother daughter relationship|small town|texas,0,http://www.imdb.com/title/tt0119313/?ref_=fn_tt_tt_1,162,English
11000,USA,152,56,545,89,Steve Howey,826,58715510,Gary Winick,Color,Candice Bergen,Bride Wars ,2009,Comedy|Romance,Anne Hathaway,30000000,best friend|dyed hair|fake tan|rivalry|wedding,0,http://www.imdb.com/title/tt0901476/?ref_=fn_tt_tt_1,129,English
506,USA,94,65,246,95,Scott Adsit,316,58156435,Steven Brill,Color,Bonnie Somerville,Without a Paddle ,2004,Adventure|Comedy|Mystery,Antony Starr,19000000,death|friend|hijacker|river|tree house,0,http://www.imdb.com/title/tt0364751/?ref_=fn_tt_tt_1,152,English
3000,USA,119,56,533,98,Judy Greer,2000,56044241,Gary Winick,Color,Christa B. Allen,13 Going on 30 ,2004,Comedy|Fantasy|Romance,Jennifer Garner,37000000,13 year old|13th birthday|30 year old|wish|year 1987,0,http://www.imdb.com/title/tt0337563/?ref_=fn_tt_tt_1,339,English
617,Spain,487,11000,183,94,Audrey Fleurot,204,56816662,Woody Allen,Color,Nina Arianda,Midnight in Paris ,2011,Comedy|Fantasy|Romance,Kurt Fuller,17000000,1920s|golden age|midnight|paris france|time travel romance,78000,http://www.imdb.com/title/tt1605783/?ref_=fn_tt_tt_1,509,English
14000,Canada,121,7,691,85,Brendan Fraser,3000,64238770,Peter Lepeniotis,Color,Sarah Gadon,The Nut Job ,2014,Adventure|Animation|Comedy|Family,Liam Neeson,42000000,bank robbery|heist|raccoon|rat|squirrel,0,http://www.imdb.com/title/tt1821658/?ref_=fn_tt_tt_1,64,English
40000,USA,147,47,877,124,Ethan Suplee,1000,52937130,Ted Demme,Color,Jordi Mollà,Blow ,2001,Biography|Crime|Drama,Johnny Depp,30000000,1960s|1970s|california|cocaine|wealth,13000,http://www.imdb.com/title/tt0221027/?ref_=fn_tt_tt_1,426,English
18000,USA,85,43,362,131,John Savage,652,52799004,Luis Mandoki,Color,Raphael Sbarge,Message in a Bottle ,1999,Drama|Romance,Robin Wright,55000000,beach|bottle|jogging|letter|love,0,http://www.imdb.com/title/tt0139462/?ref_=fn_tt_tt_1,223,English
12000,USA,98,0,643,107,Nichelle Nichols,664,55210049,William Shatner,Color,Walter Koenig,Star Trek V: The Final Frontier ,1989,Action|Adventure|Sci-Fi|Thriller,Leonard Nimoy,27800000,captain|half brother|klingon|planet|vulcan,0,http://www.imdb.com/title/tt0098382/?ref_=fn_tt_tt_1,293,English
1000,USA,39,13,837,99,Robert Forster,889,51432423,John Schultz,Color,Anne Meara,Like Mike ,2002,Comedy|Family|Fantasy|Sport,Brenda Song,30000000,basketball|lightning|nba|orphanage|shoe,1000,http://www.imdb.com/title/tt0308506/?ref_=fn_tt_tt_1,72,English
3000,USA,43,88,348,83,Fred Ward,459,51109400,Peter Segal,Color,Priscilla Presley,Naked Gun 33 1/3: The Final Insult ,1994,Comedy|Crime,George Kennedy,30000000,retirement|spoof|terrorist|transsexual|undercover,1000,http://www.imdb.com/title/tt0110622/?ref_=fn_tt_tt_1,85,English
1000,UK,108,46,433,131,Alison Doody,440,50300000,John Glen,Color,Tanya Roberts,A View to a Kill ,1985,Action|Adventure|Thriller,Patrick Macnee,30000000,computer|earthquake|microchip|official james bond series|silicon valley,0,http://www.imdb.com/title/tt0090264/?ref_=fn_tt_tt_1,300,English
567,UK,209,9,100,85,Geraldine McEwan,269,56068547,Steve Box,Color,Peter Sallis,The Curse of the Were-Rabbit ,2005,Animation|Comedy|Family|Mystery|Sci-Fi,Mark Gatiss,30000000,competition|giant vegetable|pest control|stop motion animation|vegetable,0,http://www.imdb.com/title/tt0312004/?ref_=fn_tt_tt_1,307,English
18000,USA,131,98,37,126,Harry Connick Jr.,631,53680848,Richard LaGravenese,Color,Nellie McKay,P.S. I Love You ,2007,Drama|Romance,Gerard Butler,30000000,birthday|friendship|hairy chest|letter|widow,20000,http://www.imdb.com/title/tt0431308/?ref_=fn_tt_tt_1,243,English
981,USA,73,7,521,102,Frankie Muniz,934,49186871,Frederik Du Chau,Color,M. Emmet Walsh,Racing Stripes ,2005,Adventure|Comedy|Drama|Family|Sport,Bruce Greenwood,,farm|horse|kentucky|racehorse|zebra,771,http://www.imdb.com/title/tt0376105/?ref_=fn_tt_tt_1,86,English
19000,UK,316,456,286,123,Alfie Allen,1000,50921738,Joe Wright,Color,Brenda Blethyn,Atonement ,2007,Drama|Mystery|Romance|War,Benedict Cumberbatch,30000000,death of sister|dying|loss of virginity|septicemia|sex,12000,http://www.imdb.com/title/tt0783233/?ref_=fn_tt_tt_1,581,English
898,USA,159,56,22,105,Marcia DeBonis,60,53021560,Gary Winick,Color,Luisa Ranieri,Letters to Juliet ,2010,Comedy|Drama|Romance,Vanessa Redgrave,30000000,chick flick|female protagonist|italian stereotype|man in a swimsuit|verona italy,13000,http://www.imdb.com/title/tt0892318/?ref_=fn_tt_tt_1,156,English
939,USA,63,0,237,125,Ken Takakura,255,45645204,Ridley Scott,Color,Kate Capshaw,Black Rain ,1989,Action|Crime|Thriller,Stephen Root,30000000,counterfeit|detective|japan|police chase|yakuza,0,http://www.imdb.com/title/tt0096933/?ref_=fn_tt_tt_1,119,English
971,USA,162,101,760,92,Larry David,860,44328238,Bobby Farrelly,Color,Sean Hayes,The Three Stooges ,2012,Comedy,Kate Upton,,mule|nun|orphanage|tennis court|the three stooges,13000,http://www.imdb.com/title/tt0383010/?ref_=fn_tt_tt_1,189,English
40000,USA,267,13000,973,77,Christopher Lee,16000,53337608,Tim Burton,Color,Joanna Lumley,Corpse Bride ,2005,Animation|Drama|Family|Fantasy|Musical|Romance,Johnny Depp,40000000,arranged marriage|bride|corpse|groom|woods,0,http://www.imdb.com/title/tt0121164/?ref_=fn_tt_tt_1,467,English
696,USA,95,0,543,118,Austin Nichols,663,42643187,James Gartner,Color,Derek Luke,Glory Road ,2006,Biography|Drama|Sport,Mehcad Brooks,,coach|college basketball|national championship|ncaa|texas,0,http://www.imdb.com/title/tt0385726/?ref_=fn_tt_tt_1,145,English
455,USA,478,777,219,121,Bernardo Saracino,221,46875468,Denis Villeneuve,Color,Daniel Kaluuya,Sicario ,2015,Action|Crime|Drama|Mystery|Thriller,Edgar Arreola,30000000,critically acclaimed|drug cartel|juarez mexico|u.s. mexico border|war on drugs,59000,http://www.imdb.com/title/tt3397884/?ref_=fn_tt_tt_1,461,English
15000,USA,305,845,424,124,50 Cent,1000,52418902,Antoine Fuqua,Color,Oona Laurence,Southpaw ,2015,Drama|Sport,Jake Gyllenhaal,30000000,boxer|boxing training|death of wife|male in shower|rage,44000,http://www.imdb.com/title/tt1798684/?ref_=fn_tt_tt_1,277,English
2000,USA,397,0,828,99,Alison Lohman,1000,42057340,Sam Raimi,Color,Reggie Lee,Drag Me to Hell ,2009,Horror|Thriller,Bojana Novakovic,30000000,evil|fight|hell|psychic|psychologist,11000,http://www.imdb.com/title/tt1127180/?ref_=fn_tt_tt_1,691,English
11000,USA,214,43,1000,112,Michiel Huisman,2000,42478175,Lee Toland Krieger,Color,Ellen Burstyn,The Age of Adaline ,2015,Drama|Fantasy|Romance,Harrison Ford,25000000,hit by a pickup truck|immortality|paramedic|resuscitation|san francisco california,34000,http://www.imdb.com/title/tt1655441/?ref_=fn_tt_tt_1,209,English
3000,USA,82,23,1000,111,Robert Duvall,3000,41407470,Tim McCanlies,Color,Emmanuelle Vaugier,Secondhand Lions ,2003,Comedy|Drama|Family,Haley Joel Osment,30000000,africa|eyeglasses|money|texas|veteran,0,http://www.imdb.com/title/tt0327137/?ref_=fn_tt_tt_1,292,English
2000,USA,138,209,357,107,Stephen Boss,594,42385520,Jon M. Chu,Color,Facundo Lombard,Step Up 3D ,2010,Drama|Music|Romance,Alyson Stoner,30000000,dance|dance crew|dancer|mortgage|new york city,16000,http://www.imdb.com/title/tt1193631/?ref_=fn_tt_tt_1,86,English
585,USA,69,134,64,104,Mika Boorem,495,40118420,John Stockwell,Color,Sanoe Lake,Blue Crush ,2002,Drama|Romance|Sport,Faizon Love,30000000,bikini|female surfer|sister sister relationship|surfing contest|swimsuit,0,http://www.imdb.com/title/tt0300532/?ref_=fn_tt_tt_1,216,English
8000,USA,253,395,77,113,Christian Stolte,189,40137776,Marc Forster,Color,Danny Rhodes,Stranger Than Fiction ,2006,Comedy|Drama|Fantasy|Romance,Will Ferrell,38000000,author|fate|novelist|professor|writer,13000,http://www.imdb.com/title/tt0420223/?ref_=fn_tt_tt_1,529,English
430,USA,304,171,63,113,Mark Rendall,72,39568996,David Slade,Color,Megan Franich,30 Days of Night ,2007,Horror,Danny Huston,32000000,alaska|small town|snow|vampire|winter,0,http://www.imdb.com/title/tt0389722/?ref_=fn_tt_tt_1,527,English
26000,USA,634,246,751,95,Bradley Whitford,821,42043633,Drew Goddard,Color,Kristen Connolly,The Cabin in the Woods ,2012,Fantasy|Horror|Mystery|Thriller,Chris Hemsworth,30000000,cabin in the woods|dark humor|hatchet|killed in an elevator|robot,66000,http://www.imdb.com/title/tt1259521/?ref_=fn_tt_tt_1,986,English
869,USA,111,82,362,86,Diedrich Bader,759,38232624,Jason Friedberg,Color,Method Man,Meet the Spartans ,2008,Comedy,Carmen Electra,30000000,king|persian|spartan|training|xerxes,0,http://www.imdb.com/title/tt1073498/?ref_=fn_tt_tt_1,409,English
22000,USA,77,102,497,126,Yaphet Kotto,581,38413606,Martin Brest,Color,Philip Baker Hall,Midnight Run ,1988,Action|Comedy|Crime|Thriller,Robert De Niro,30000000,accountant|bounty hunter|fbi|mafia|mob,0,http://www.imdb.com/title/tt0095631/?ref_=fn_tt_tt_1,215,English
581,USA,120,343,384,101,Maria Conchita Alonso,571,38122105,Paul Michael Glaser,Color,Richard Dawson,The Running Man ,1987,Action|Crime|Sci-Fi|Thriller,Yaphet Kotto,27000000,game of death|government conspiracy|latina|oppression|police,0,http://www.imdb.com/title/tt0093894/?ref_=fn_tt_tt_1,226,English
13000,USA,63,0,413,102,Jim Belushi,854,38747385,Frank Oz,Color,Tisha Campbell-Martin,Little Shop of Horrors ,1986,Comedy|Horror|Musical|Sci-Fi,Bill Murray,25000000,eclipse|florist|nerd|plant|shop,0,http://www.imdb.com/title/tt0091419/?ref_=fn_tt_tt_1,165,English
157,USA,417,456,21,111,Vicky Krieps,33,40247512,Joe Wright,Color,John Macmillan,Hanna ,2011,Action|Drama|Thriller,Jessica Barden,30000000,assassin|female warrior|martial arts|playground|training,38000,http://www.imdb.com/title/tt0993842/?ref_=fn_tt_tt_1,438,English
663,USA,59,40,342,95,Talisa Soto,349,35927406,John R. Leonetti,Color,Robin Shou,Mortal Kombat: Annihilation ,1997,Action|Adventure|Fantasy|Sci-Fi|Thriller,Brian Thompson,30000000,alternate reality|battle|martial arts|mortal kombat|warrior,1000,http://www.imdb.com/title/tt0119707/?ref_=fn_tt_tt_1,256,English
15000,USA,218,15000,392,98,Rob Riggle,839,35565975,Tom Hanks,Color,Randall Park,Larry Crowne ,2011,Comedy|Drama|Romance,Tom Hanks,30000000,bus stop|college|community college|scooter|speech class,0,http://www.imdb.com/title/tt1583420/?ref_=fn_tt_tt_1,184,English
17000,USA,359,108,534,100,Judy Greer,2000,35266619,Kimberly Peirce,Color,Portia Doubleday,Carrie ,2013,Drama|Fantasy|Horror,Chloë Grace Moretz,30000000,outcast|prom|self injury|telekinesis|tragic event,39000,http://www.imdb.com/title/tt1939659/?ref_=fn_tt_tt_1,371,English
1000,USA,101,3,439,118,Yaya DaCosta,712,34703228,Liz Friedlander,Color,Jasika Nicole,Take the Lead ,2006,Drama|Music,Alfre Woodard,30000000,ballroom|dance|dance teacher|student|teacher,0,http://www.imdb.com/title/tt0446046/?ref_=fn_tt_tt_1,127,English
12000,USA,85,21,581,125,Jurnee Smollett-Bell,2000,38432823,Phil Joanou,Color,Kevin Dunn,Gridiron Gang ,2006,Crime|Drama|Sport,Dwayne Johnson,30000000,alliterative title|football|football coach|football practice|football team,0,http://www.imdb.com/title/tt0421206/?ref_=fn_tt_tt_1,134,English
1000,USA,64,39,506,94,Larry Miller,611,32095318,Sam Weisman,Color,Richard Schiff,What's the Worst That Could Happen? ,2001,Comedy|Crime,Bernie Mac,45000000,businessman|ring|thief|vulgarity|washington d.c.,304,http://www.imdb.com/title/tt0161083/?ref_=fn_tt_tt_1,84,English
940,USA,263,30,265,79,Alan Oppenheimer,271,31743332,Shane Acker,Color,Tom Kane,9 ,2009,Action|Adventure|Animation|Drama|Mystery|Sci-Fi|Thriller,Martin Landau,30000000,hope|key|machine|number|rag doll,13000,http://www.imdb.com/title/tt0472033/?ref_=fn_tt_tt_1,245,English
